"","order_var","article_title","n","mins","hrs"
"3992",6,"William to return to work after Kate's surgery",4,20,0.333333333333333
"3993",6,"Winter storm hits US with heavy snow and icy winds",4,20,0.333333333333333
"3994",6,"World's largest cruise ship sets sail from Miami",4,20,0.333333333333333
"3995",7,"'If not Putin, then who?' - How Russians view looming elections",4,20,0.333333333333333
"3996",7,"Brianna killers given life terms for brutal murder",4,20,0.333333333333333
"3997",7,"Captain Cook statue vandalised ahead of Australia Day",4,20,0.333333333333333
"3998",7,"Celine Dion makes surprise appearance at Grammys",4,20,0.333333333333333
"3999",7,"China tightens stock market rules after sell-off",4,20,0.333333333333333
"4000",7,"Dad's Army star Ian Lavender dies aged 77",4,20,0.333333333333333
"4001",7,"Death in the Channel - what led a boy to make fatal journey?",4,20,0.333333333333333
"4002",7,"First IVF rhino pregnancy 'could save species'",4,20,0.333333333333333
"4003",7,"French actress accuses director of historical rape",4,20,0.333333333333333
"4004",7,"Grandmother dies in XL bully dog attack, family says",4,20,0.333333333333333
"4005",7,"Hermit crabs are 'wearing' our plastic rubbish",4,20,0.333333333333333
"4006",7,"Huge blast rocks Nigerian city of Ibadan",4,20,0.333333333333333
"4007",7,"King Charles to be treated for benign prostate condition",4,20,0.333333333333333
"4008",7,"Klopp to leave as Liverpool boss at end of season",4,20,0.333333333333333
"4009",7,"Mauritius raises cyclone level warning to maximum",4,20,0.333333333333333
"4010",7,"Miss Japan steps down after tabloid exposes affair",4,20,0.333333333333333
"4011",7,"Newborn girl found in bag by dog walker",4,20,0.333333333333333
"4012",7,"Prince Harry drops libel claim against Mail publisher",4,20,0.333333333333333
"4013",7,"Putin's would-be opponent vows to end Ukraine war",4,20,0.333333333333333
"4014",7,"Republicans back contempt charges for Hunter Biden",4,20,0.333333333333333
"4015",7,"Russian air strikes claim three lives in Ukraine",4,20,0.333333333333333
"4016",7,"Spears seems to apologise to Timberlake over book",4,20,0.333333333333333
"4017",7,"Trump counts on evangelicals to carry him to Iowa victory",4,20,0.333333333333333
"4018",7,"US and UK hint at action after largest Red Sea attack",4,20,0.333333333333333
"4019",7,"US blames Iran-backed group for deadly drone strike",4,20,0.333333333333333
"4020",7,"US recall says Tesla brake warnings were too small",4,20,0.333333333333333
"4021",7,"What we know: Strikes on Houthis and strategy behind them",4,20,0.333333333333333
"4022",7,"William to return to work after Kate's surgery",4,20,0.333333333333333
"4023",7,"World's first IVF rhino pregnancy 'could save species'",4,20,0.333333333333333
"4024",8,"'I just love you': Trump challengers fall in line",4,20,0.333333333333333
"4025",8,"Boeing admits mistake over plane door blow-out",4,20,0.333333333333333
"4026",8,"Bowels, bladders, sex: Rediscovering life after injury",4,20,0.333333333333333
"4027",8,"Brosnan pleads not guilty to Yellowstone trespassing",4,20,0.333333333333333
"4028",8,"Climbing Everest? You need to bring your poo back",4,20,0.333333333333333
"4029",8,"Dad's Army star Ian Lavender dies aged 77",4,20,0.333333333333333
"4030",8,"FBI investigation after ex-A&F boss sex claims",4,20,0.333333333333333
"4031",8,"Footballer Dani Alves denies nightclub rape",4,20,0.333333333333333
"4032",8,"Hard choices for the West in Red Sea stand-off",4,20,0.333333333333333
"4033",8,"Iraq condemns 'irresponsible' US air strikes",4,20,0.333333333333333
"4034",8,"Israel calls genocide claim a distortion of truth",4,20,0.333333333333333
"4035",8,"Israeli father fears hostage daughter was sexually abused",4,20,0.333333333333333
"4036",8,"Mother and girls targeted in 'corrosive substance' attack",4,20,0.333333333333333
"4037",8,"Nikki Haley fights on, but this is Trump's party now",4,20,0.333333333333333
"4038",8,"No more easy deals for Russian convicts freed to fight",4,20,0.333333333333333
"4039",8,"Parents of Grand Canyon crash victim to get £79m",4,20,0.333333333333333
"4040",8,"Political grenade puts spotlight on Biden’s age",4,20,0.333333333333333
"4041",8,"Princess of Wales in hospital after abdominal surgery",4,20,0.333333333333333
"4042",8,"Records broken but Barbie snubbed - 6 Oscars talking points",4,20,0.333333333333333
"4043",8,"Russia says 28 killed in strike on occupied Ukraine city",4,20,0.333333333333333
"4044",8,"Statement in full: King diagnosed with cancer",4,20,0.333333333333333
"4045",8,"Student jailed for fiance's car drag death",4,20,0.333333333333333
"4046",8,"Uniqlo sues Shein over claims firm copied viral bag",4,20,0.333333333333333
"4047",8,"US approves plan for strikes on Iranian targets",4,20,0.333333333333333
"4048",8,"US won't be rushed on clearing grounded Boeing jets",4,20,0.333333333333333
"4049",8,"What do Putin and Carlson gain from Kremlin interview?",4,20,0.333333333333333
"4050",8,"What we know: Strikes on Houthis and strategy behind them",4,20,0.333333333333333
"4051",9,"'We need jungle' - Amol Rajan on his TV quiz remix craze",4,20,0.333333333333333
"4052",9,"Adidas says it plans to sell remaining Yeezy stock",4,20,0.333333333333333
"4053",9,"At least half of Gaza buildings damaged or destroyed, new analysis shows",4,20,0.333333333333333
"4054",9,"China fury as Messi skips HK match, plays in Japan",4,20,0.333333333333333
"4055",9,"China says US 'gravely wrong' to congratulate Taiwan leader",4,20,0.333333333333333
"4056",9,"Covid jab skipped by 44%, entire UK study finds",4,20,0.333333333333333
"4057",9,"Fire destroys almost all of Abkhazia's art collection",4,20,0.333333333333333
"4058",9,"Houthis target ship after US 'terror' designation",4,20,0.333333333333333
"4059",9,"Israel calls genocide claim a distortion of truth",4,20,0.333333333333333
"4060",9,"Manhunt after eight shot dead in Illinois city",4,20,0.333333333333333
"4061",9,"More than 90 dead after fierce US winter storms",4,20,0.333333333333333
"4062",9,"Nigerian monarch shot dead and wife kidnapped",4,20,0.333333333333333
"4063",9,"Police believe Clapham suspect died in Thames",4,20,0.333333333333333
"4064",9,"Police not deployed to 999 call from family death house",4,20,0.333333333333333
"4065",9,"Rapper Killer Mike detained at Grammys ceremony",4,20,0.333333333333333
"4066",9,"Republicans back contempt charges for Hunter Biden",4,20,0.333333333333333
"4067",9,"Russian 'ultra-patriot' jailed after insulting Putin",4,20,0.333333333333333
"4068",9,"Seized UN helicopter hit by object in Somalia - source",4,20,0.333333333333333
"4069",9,"Sinner wins first major with epic fightback",4,20,0.333333333333333
"4070",9,"Storm disrupts final stretch of high-stakes Iowa race",4,20,0.333333333333333
"4071",9,"Stricken Japanese Moon mission landed on its nose",4,20,0.333333333333333
"4072",9,"Trump blasts judge as New York fraud trial nears end",4,20,0.333333333333333
"4073",9,"Trump, Haley and DeSantis make final pitches in Iowa",4,20,0.333333333333333
"4074",9,"Ukraine says it shot down Russian spy plane",4,20,0.333333333333333
"4075",9,"US sanctions Israeli settlers over West Bank violence",4,20,0.333333333333333
"4076",9,"US school shooter's mum weeps as she goes on trial",4,20,0.333333333333333
"4077",9,"US will not support unplanned Rafah offensive",4,20,0.333333333333333
"4078",9,"Who are the Houthi rebels attacking Red Sea ships?",4,20,0.333333333333333
"4079",9,"William to return to work after Kate's surgery",4,20,0.333333333333333
"4080",9,"Without competition, Donald Trump cruises to Nevada win",4,20,0.333333333333333
"4081",10,"Biden wins in New Hampshire despite ballot no-show",4,20,0.333333333333333
"4082",10,"Boney M founder Frank Farian dies aged 82",4,20,0.333333333333333
"4083",10,"Doomsday Clock stays at 90 seconds to midnight",4,20,0.333333333333333
"4084",10,"Girls found dead with family died of knife wounds",4,20,0.333333333333333
"4085",10,"Haley's uphill battle to catch Trump in New Hampshire",4,20,0.333333333333333
"4086",10,"Haley and DeSantis face-off in Iowa Republican debate",4,20,0.333333333333333
"4087",10,"Haley finally gets her solo showdown with Trump",4,20,0.333333333333333
"4088",10,"Imran Khan and wife jailed for illegal marriage",4,20,0.333333333333333
"4089",10,"Iran executes protester with mental health condition",4,20,0.333333333333333
"4090",10,"Kenya gas blast kills three and injures nearly 300",4,20,0.333333333333333
"4091",10,"Ketamine stash worth €55m seized in Netherlands",4,20,0.333333333333333
"4092",10,"Mercedes' Hamilton on verge of shock Ferrari move",4,20,0.333333333333333
"4093",10,"Oppenheimer eclipses Barbie in Bafta nominations",4,20,0.333333333333333
"4094",10,"Pakistan's king of comebacks looks set to win again",4,20,0.333333333333333
"4095",10,"Pakistan cuts mobile internet as country votes",4,20,0.333333333333333
"4096",10,"Putin's would-be opponent vows to end Ukraine war",4,20,0.333333333333333
"4097",10,"Rapper Killer Mike detained at Grammys ceremony",4,20,0.333333333333333
"4098",10,"Records broken but Barbie snubbed - 6 Oscars talking points",4,20,0.333333333333333
"4099",10,"Russian air strikes reported across Ukraine",4,20,0.333333333333333
"4100",10,"Succession among early winners at Emmy Awards",4,20,0.333333333333333
"4101",10,"The election risks for Biden after deadly drone strike",4,20,0.333333333333333
"4102",10,"The One Where They Find Friends Scripts in a Bin",4,20,0.333333333333333
"4103",10,"Tom Holland bonus sent to Tom Hollander in error",4,20,0.333333333333333
"4104",10,"Tough choices for Israel in US's Middle East vision",4,20,0.333333333333333
"4105",10,"Trump ordered to pay NY Times $392,000 in legal costs",4,20,0.333333333333333
"4106",10,"Unseen images of computer that helped win WW2",4,20,0.333333333333333
"4107",10,"Weekly quiz: Where did Denmark's new queen first call home?",4,20,0.333333333333333
"4108",10,"Why is Alabama executing a man using nitrogen gas?",4,20,0.333333333333333
"4109",10,"WWE boss Vince McMahon quits after sex abuse claim",4,20,0.333333333333333
"4110",1,"'Send back our husbands' - Russian women in rare protest",3,15,0.25
"4111",1,"""Will you come and get me?"" Gaza girl's desperate plea before losing contact",3,15,0.25
"4112",1,"An eccentric Danish queen abdicates - will others follow?",3,15,0.25
"4113",1,"At least half of Gaza buildings damaged or destroyed, new analysis shows",3,15,0.25
"4114",1,"Biden says he has decided US Jordan attack response",3,15,0.25
"4115",1,"Deadly market blast hits Russia-held Ukraine city",3,15,0.25
"4116",1,"Fast fashion helps fuel blazing kilns where workers faint from heat",3,15,0.25
"4117",1,"Five Republican storylines to watch for in Iowa",3,15,0.25
"4118",1,"Funding paused as UN staff probed over Hamas attack",3,15,0.25
"4119",1,"Huge push for Gaza aid - but little hope for those suffering",3,15,0.25
"4120",1,"India PM to open grand temple on razed mosque site",3,15,0.25
"4121",1,"Is North Korea's leader actually considering war?",3,15,0.25
"4122",1,"Israel calls genocide claim a distortion of truth",3,15,0.25
"4123",1,"Legendary coach Belichick to leave Patriots",3,15,0.25
"4124",1,"Madonna sued by fans over late concert start time",3,15,0.25
"4125",1,"Myanmar's army is losing - and facing fire from a militant monk",3,15,0.25
"4126",1,"Namibia leader sworn-in hours after predecessor dies",3,15,0.25
"4127",1,"New atom-smasher could spark physics revolution",3,15,0.25
"4128",1,"Pakistan cuts off mobile internet as country votes",3,15,0.25
"4129",1,"Special counsel will not charge Biden over classified documents",3,15,0.25
"4130",1,"Taiwan elects pro-sovereign William Lai, angering Beijing",3,15,0.25
"4131",1,"What are routes out of this 'dangerous moment' in Middle East?",3,15,0.25
"4132",1,"What do we know about the King's cancer diagnosis?",3,15,0.25
"4133",2,"'Ratatouille restaurant' loses £1.3m-worth of wine",3,15,0.25
"4134",2,"Alec Baldwin charged with involuntary manslaughter",3,15,0.25
"4135",2,"Bolts missing from door, says Boeing blowout probe",3,15,0.25
"4136",2,"China gives detained Australian suspended death sentence",3,15,0.25
"4137",2,"Christie drops out of Republican White House race",3,15,0.25
"4138",2,"Controversy after Ukrainian-born model Miss Japan",3,15,0.25
"4139",2,"Deadly blasts in Pakistan day before general election",3,15,0.25
"4140",2,"Deadly market blast hits Russia-held Ukraine city",3,15,0.25
"4141",2,"Doomsday Clock stays at 90 seconds to midnight",3,15,0.25
"4142",2,"Elmo responds to 'world is on fire' angst",3,15,0.25
"4143",2,"Emmys 2024: The red carpet in pictures",3,15,0.25
"4144",2,"Fake death of India actress sparks ethics debate",3,15,0.25
"4145",2,"Five Republican storylines to watch for in Iowa",3,15,0.25
"4146",2,"French farmer and daughter killed as car hits protest",3,15,0.25
"4147",2,"How disgraced preacher TB Joshua faked his miracles",3,15,0.25
"4148",2,"Hunter Biden pleads not guilty to nine tax charges",3,15,0.25
"4149",2,"Iran denies involvement in attack that killed US troops",3,15,0.25
"4150",2,"King seen for first time since cancer announcement",3,15,0.25
"4151",2,"Legendary coach Belichick to leave Patriots",3,15,0.25
"4152",2,"Man guilty of killing woman in driveway wrong turn",3,15,0.25
"4153",2,"Missing China billionaire banker quits all roles",3,15,0.25
"4154",2,"Nauru cuts ties with Taiwan in favour of China",3,15,0.25
"4155",2,"Newborn girl found in bag by dog walker",3,15,0.25
"4156",2,"Nikki Haley fights on, but this is Trump's party now",3,15,0.25
"4157",2,"Nose-dived Moon lander 'wakes up' and gets to work",3,15,0.25
"4158",2,"Oppenheimer eclipses Barbie in Bafta nominations",3,15,0.25
"4159",2,"Pakistan launches missile strikes into Iran",3,15,0.25
"4160",2,"Russian poet and Putin critic Lev Rubinstein dies after car crash",3,15,0.25
"4161",2,"Six-legged dog has operation to remove extra limbs",3,15,0.25
"4162",2,"Statement in full: King diagnosed with cancer",3,15,0.25
"4163",2,"Taiwan just chose a president China loathes. What now?",3,15,0.25
"4164",2,"Temperatures of -13C amid snow and ice warnings",3,15,0.25
"4165",2,"The cancer doctor trying to stop his brain tumour killing him",3,15,0.25
"4166",2,"Three US troops killed in drone attack in Jordan",3,15,0.25
"4167",2,"US Congress votes to avoid looming shutdown",3,15,0.25
"4168",2,"US launches more strikes against Houthis in Yemen",3,15,0.25
"4169",2,"US voters react to Trump's commanding win in Iowa",3,15,0.25
"4170",2,"William to return to work after Kate's surgery",3,15,0.25
"4171",3,"Attacks fly as Trump grows lead in New Hampshire",3,15,0.25
"4172",3,"Biden kept top secret files but will not be charged",3,15,0.25
"4173",3,"Biden will not be charged over top secret documents",3,15,0.25
"4174",3,"Captain Cook statue sawn off ahead of Australia Day",3,15,0.25
"4175",3,"China fury as Messi plays after missing Hong Kong game",3,15,0.25
"4176",3,"Country music legend Toby Keith dies aged 62",3,15,0.25
"4177",3,"Crashed US Marine helicopter carrying five found",3,15,0.25
"4178",3,"Elmo responds to 'world is on fire' angst",3,15,0.25
"4179",3,"Five kidnapped Nigerian sisters released",3,15,0.25
"4180",3,"Friends scripts rescued from a bin up for auction",3,15,0.25
"4181",3,"Halle Berry's film shelved by Netflix - US media",3,15,0.25
"4182",3,"Houthis claim to have hit US merchant ship in Red Sea",3,15,0.25
"4183",3,"How Swiss museum heist was foiled by sting at London hotel",3,15,0.25
"4184",3,"Huge push for Gaza aid - but little hope for those suffering",3,15,0.25
"4185",3,"Iran's sudden strikes show just how perilous region has become",3,15,0.25
"4186",3,"Iran denies involvement in attack that killed US troops",3,15,0.25
"4187",3,"Israel and Hamas reach agreement on Gaza aid",3,15,0.25
"4188",3,"Israel chooses Eurovision act amid boycott calls",3,15,0.25
"4189",3,"Judge throws out Disney's lawsuit against DeSantis",3,15,0.25
"4190",3,"King Charles in hospital for prostate treatment",3,15,0.25
"4191",3,"King leaves hospital as Kate recovers at home",3,15,0.25
"4192",3,"Netanyahu orders military to plan Rafah evacuation",3,15,0.25
"4193",3,"Newborn baby girl found wrapped in towel in bag",3,15,0.25
"4194",3,"Nigerian actor's children arrested over his medical bills",3,15,0.25
"4195",3,"No charge for Biden over documents but report questions memory",3,15,0.25
"4196",3,"NZ MP resigns following shoplifting allegations",3,15,0.25
"4197",3,"Oppenheimer eclipses Barbie in Bafta nominations",3,15,0.25
"4198",3,"Police response to Uvalde was a failure, DOJ says",3,15,0.25
"4199",3,"Russia says 28 killed in strike on occupied Ukraine city",3,15,0.25
"4200",3,"Russian oil depot hit in Ukrainian drone attack",3,15,0.25
"4201",3,"Russian woman jailed for 27 years for cafe killing",3,15,0.25
"4202",3,"Senior Iran security officials killed in Syria",3,15,0.25
"4203",3,"Snoop Dogg sues Walmart over cereal sabotage claim",3,15,0.25
"4204",3,"Spain's Prime Minister defends Eurovision entry",3,15,0.25
"4205",3,"Succession, Beef and The Bear among Emmy winners",3,15,0.25
"4206",3,"Top US court refuses to block nitrogen gas execution",3,15,0.25
"4207",3,"Trump's failed immunity appeal is a strategic win",3,15,0.25
"4208",3,"Trump does not have presidential immunity, court rules",3,15,0.25
"4209",3,"Twins separated and sold at birth reunited by TikTok",3,15,0.25
"4210",3,"UN's top court says Israel must prevent genocide",3,15,0.25
"4211",3,"UN court hears genocide case against Israel",3,15,0.25
"4212",3,"UN court to hear genocide case against Israel",3,15,0.25
"4213",3,"US convicts Russian man who flew to LA without passport",3,15,0.25
"4214",3,"US inmate hours away from first nitrogen execution",3,15,0.25
"4215",3,"US says strikes on Iran-linked sites just 'beginning'",3,15,0.25
"4216",3,"US shoots down missile from Yemen fired at warship",3,15,0.25
"4217",3,"US warns Israel over sending troops into Rafah",3,15,0.25
"4218",3,"Weight-loss surgeon told patient 'eat, eat, eat'",3,15,0.25
"4219",3,"Who is Bushra Bibi, the mystical wife of Imran Khan?",3,15,0.25
"4220",3,"William visits Kate in hospital",3,15,0.25
"4221",3,"Woman arrested for stealing $2,500 of Stanley cups",3,15,0.25
"4222",3,"WWE boss accused of sex trafficking",3,15,0.25
"4223",3,"WWE founder accused of sex trafficking",3,15,0.25
"4224",3,"Young Austrian heiress reveals €25m giveaway plan",3,15,0.25
"4225",4,"Alabama carries out first nitrogen gas execution",3,15,0.25
"4226",4,"An eccentric Danish queen abdicates - will others follow?",3,15,0.25
"4227",4,"Australia axes 'Golden visa' scheme for mega rich",3,15,0.25
"4228",4,"Barbie misses key Oscar nods for Gerwig and Robbie",3,15,0.25
"4229",4,"BBC releases emails about Bashir's Diana interview",3,15,0.25
"4230",4,"Boeing seeks Ryanair support after mid-air blowout",3,15,0.25
"4231",4,"Can Nikki Haley really stop Donald Trump?",3,15,0.25
"4232",4,"Cancer doctor takes gamble to treat his brain tumour",3,15,0.25
"4233",4,"Clapham suspect pictured with injury after attack",3,15,0.25
"4234",4,"Covid jab skipped by 44%, entire UK study finds",3,15,0.25
"4235",4,"Crisis-hit China Evergrande ordered to liquidate",3,15,0.25
"4236",4,"Democrat being investigated for spending on security",3,15,0.25
"4237",4,"Donald Trump scores huge win in Nevada caucus",3,15,0.25
"4238",4,"Dua Lipa: Fans don't want pop stars to be smart",3,15,0.25
"4239",4,"Dua Lipa: People don't want pop stars to be smart",3,15,0.25
"4240",4,"Elon Musk funds Gina Carano lawsuit against Disney",3,15,0.25
"4241",4,"Fans call for Eriksson to achieve Liverpool 'dream'",3,15,0.25
"4242",4,"Female farmer killed as car hits French protesters",3,15,0.25
"4243",4,"Hard choices for the West in Red Sea stand-off",3,15,0.25
"4244",4,"Imran Khan jailed for leaking state secrets",3,15,0.25
"4245",4,"Iran denies involvement in attack that killed US troops",3,15,0.25
"4246",4,"Iran extends Nobel Prize winner's prison sentence",3,15,0.25
"4247",4,"Israel footballer faces Turkey sack for hostage plea",3,15,0.25
"4248",4,"Israel W Bank hospital raid kills three Palestinian fighters",3,15,0.25
"4249",4,"Judge proposes Rubiales trial for World Cup kiss",3,15,0.25
"4250",4,"Judge threatens to kick Trump out of defamation trial",3,15,0.25
"4251",4,"Kenya gas blast kills three and injures nearly 300",3,15,0.25
"4252",4,"Klopp to leave as Liverpool boss at end of season",3,15,0.25
"4253",4,"Manhunt as seven found shot dead in Illinois city",3,15,0.25
"4254",4,"Melania Trump gives eulogy at mother's funeral",3,15,0.25
"4255",4,"Mercedes' Hamilton on verge of shock Ferrari move",3,15,0.25
"4256",4,"Navy Seals presumed dead after anti-Houthi mission",3,15,0.25
"4257",4,"Netanyahu rejects Hamas's proposed ceasefire terms",3,15,0.25
"4258",4,"Nikki Haley asks for Secret Service protection",3,15,0.25
"4259",4,"North Korea fires cruise missiles off east coast",3,15,0.25
"4260",4,"Oppenheimer and Poor Things lead Oscar nominations",3,15,0.25
"4261",4,"Polls close in Pakistan after mobile internet cut",3,15,0.25
"4262",4,"Prince William can show his own version of royalty",3,15,0.25
"4263",4,"Putin challenger submits bid to run for president",3,15,0.25
"4264",4,"Qatar 'appalled' by Netanyahu's reported criticism",3,15,0.25
"4265",4,"Record-breaking Suits was 2023's most-streamed show",3,15,0.25
"4266",4,"Russian oil depot hit in Ukrainian drone attack",3,15,0.25
"4267",4,"Russian state media revels in Tucker Carlson visit",3,15,0.25
"4268",4,"Senate advances aid package for Ukraine and Israel",3,15,0.25
"4269",4,"Senior Iran security officials killed in Syria",3,15,0.25
"4270",4,"Swift threatens to sue student who tracks her jet",3,15,0.25
"4271",4,"Taiwan elects pro-sovereign William Lai, angering Beijing",3,15,0.25
"4272",4,"Temperatures of -13C with snow and ice warnings in place",3,15,0.25
"4273",4,"The schools moving underground to keep children safe",3,15,0.25
"4274",4,"The Ukraine schools moving underground to keep pupils safe",3,15,0.25
"4275",4,"They were Israel's 'eyes on the border' - their warnings went unheard",3,15,0.25
"4276",4,"Trial to cover Elizabeth line 'ghost' marks",3,15,0.25
"4277",4,"TV and film actor Adan Canto dies of cancer at 42",3,15,0.25
"4278",4,"UK considering recognising Palestine state - Cameron",3,15,0.25
"4279",4,"Ukraine drones hit St Petersburg gas terminal",3,15,0.25
"4280",4,"Ukraine says it has uncovered major arms corruption",3,15,0.25
"4281",4,"US and UK strikes fail to slow Houthi attacks",3,15,0.25
"4282",4,"US launches fourth round of strikes on Houthi targets",3,15,0.25
"4283",4,"US launches more strikes against Houthis in Yemen",3,15,0.25
"4284",4,"US Navy Seals presumed dead after anti-Houthi mission",3,15,0.25
"4285",4,"Who is Trump's trial lawyer Alina Habba?",3,15,0.25
"4286",5,"'Drugged, robbed, killed': One city's deadly dating trap",3,15,0.25
"4287",5,"'I regret posting online that I was Madeleine McCann'",3,15,0.25
"4288",5,"A political hand grenade disguised as a report",3,15,0.25
"4289",5,"Biden gaffe sparks 'they've both got pyramids' jokes",3,15,0.25
"4290",5,"Biden will not be charged over top secret documents",3,15,0.25
"4291",5,"Biden wins in New Hampshire despite not being on ballot",3,15,0.25
"4292",5,"Billionaire Lewis pleads guilty to insider trading",3,15,0.25
"4293",5,"Boeing seeks Ryanair support after mid-air blowout",3,15,0.25
"4294",5,"Bolts missing from door, says Boeing blowout probe",3,15,0.25
"4295",5,"Brazen van heists bring terror to South Africa’s roads",3,15,0.25
"4296",5,"Brazil's ex-leader Bolsonaro to have passport seized",3,15,0.25
"4297",5,"China executes couple who killed two toddlers",3,15,0.25
"4298",5,"Christie exits 2024 race with parting shot at Trump",3,15,0.25
"4299",5,"Clapham suspect arranged to meet victim before attack",3,15,0.25
"4300",5,"Covid jab skipped by 44%, entire UK study finds",3,15,0.25
"4301",5,"Crashed US Marine helicopter carrying five found",3,15,0.25
"4302",5,"Crisis-hit China Evergrande ordered to liquidate",3,15,0.25
"4303",5,"Cyclone brings heavy rain to Mauritius and Réunion",3,15,0.25
"4304",5,"Ecuador declares war on gangs after TV attack",3,15,0.25
"4305",5,"Ecuador president defies gangs to take on the army",3,15,0.25
"4306",5,"Elon Musk visits site of Auschwitz death camp",3,15,0.25
"4307",5,"Entire UK under storm warnings as Isha blows in",3,15,0.25
"4308",5,"Escape to the Country's Jonnie Irwin dies aged 50",3,15,0.25
"4309",5,"First glimpse of Netflix's Andrew and Maitlis in film",3,15,0.25
"4310",5,"Five US Marines missing after helicopter goes down",3,15,0.25
"4311",5,"French actress accuses director of historical rape",3,15,0.25
"4312",5,"Friends scripts rescued from a bin up for auction",3,15,0.25
"4313",5,"German far-right met to plan 'mass deportations'",3,15,0.25
"4314",5,"Hamilton to leave Mercedes and join Ferrari in 2025",3,15,0.25
"4315",5,"HK judge orders liquidation of China Evergrande",3,15,0.25
"4316",5,"Imran Khan jailed in secrets case as election looms",3,15,0.25
"4317",5,"Iran-backed group suspends attacks against US",3,15,0.25
"4318",5,"Israel chooses Eurovision act amid boycott calls",3,15,0.25
"4319",5,"Israel W Bank hospital raid kills three Palestinian fighters",3,15,0.25
"4320",5,"Israelis tell MPs of Hamas sexual violence evidence",3,15,0.25
"4321",5,"Kate in hospital as King to get prostate treatment",3,15,0.25
"4322",5,"Key takeaways from Trump's win in Iowa",3,15,0.25
"4323",5,"King Charles 'doing well' after prostate treatment",3,15,0.25
"4324",5,"Madonna sued by fans over late concert start time",3,15,0.25
"4325",5,"Man sentenced to death for Japan anime studio fire",3,15,0.25
"4326",5,"Manhunt for Clapham attack suspect continues",3,15,0.25
"4327",5,"Massive winter US storm expected to hit millions",3,15,0.25
"4328",5,"Namibia President Hage Geingob dies aged 82",3,15,0.25
"4329",5,"Nine hurt after 'corrosive substance' thrown",3,15,0.25
"4330",5,"Notorious Mexican cartel leader 'La Kena' captured",3,15,0.25
"4331",5,"Pakistan says children killed in Iranian strike",3,15,0.25
"4332",5,"Police response to Uvalde was a failure, DOJ says",3,15,0.25
"4333",5,"Political grenade puts spotlight on Biden’s age",3,15,0.25
"4334",5,"Prince Harry to visit King Charles in coming days",3,15,0.25
"4335",5,"Princess of Wales in hospital after abdominal surgery",3,15,0.25
"4336",5,"Putin's latest challenge? Protesting military wives",3,15,0.25
"4337",5,"Putin challenger submits bid to run for president",3,15,0.25
"4338",5,"Rap star shot by godson over drug deal, court told",3,15,0.25
"4339",5,"Ryan Gosling disappointed by Barbie's Oscar snubs",3,15,0.25
"4340",5,"Senate bid to salvage foreign aid as border deal fails",3,15,0.25
"4341",5,"Succession, Beef and The Bear among Emmy winners",3,15,0.25
"4342",5,"They were Israel's eyes on the border - but their Hamas warnings went unheard",3,15,0.25
"4343",5,"Trial to cover Elizabeth line 'ghost' marks",3,15,0.25
"4344",5,"Trump counts on evangelicals to carry him to Iowa victory",3,15,0.25
"4345",5,"Trump gives a 4-minute defence in defamation trial",3,15,0.25
"4346",5,"Trump legal brief warns of chaos if ballot ban upheld",3,15,0.25
"4347",5,"Trump, Haley and DeSantis make final pitches in frozen Iowa",3,15,0.25
"4348",5,"Trump, Haley and DeSantis make final pitches in Iowa",3,15,0.25
"4349",5,"Tucker Carlson interviews Russia's Putin - Kremlin",3,15,0.25
"4350",5,"Uber Eats ad criticised for peanut allergy joke",3,15,0.25
"4351",5,"UK halts aid to UN agency after Hamas attack claim",3,15,0.25
"4352",5,"UN court to hear genocide case against Israel",3,15,0.25
"4353",5,"Video released of search for Clapham attack suspect",3,15,0.25
"4354",5,"What do we know about the King's cancer diagnosis?",3,15,0.25
"4355",5,"What does Putin gain from Tucker Carlson interview?",3,15,0.25
"4356",5,"Who is Bushra Bibi, the mystical wife of Imran Khan?",3,15,0.25
"4357",5,"Why did the US wait to retaliate for the drone strike?",3,15,0.25
"4358",5,"Why the e-bike boom is raising fire fears",3,15,0.25
"4359",5,"Woman killed, 17 hurt in Israel car-ramming attack",3,15,0.25
"4360",5,"Woman who died in dog attack named by family",3,15,0.25
"4361",5,"Zuckerberg apologises to families in fiery Senate hearing",3,15,0.25
"4362",5,"Zuckerberg wins on Wall Street after Washington hit",3,15,0.25
"4363",6,"'I can't see': Witnesses recount 'horrific' scene in south London",3,15,0.25
"4364",6,"'We're the country of beef, but we can only afford chicken'",3,15,0.25
"4365",6,"25,000 now killed in Gaza, says Hamas-run ministry",3,15,0.25
"4366",6,"Alabama carries out first nitrogen gas execution",3,15,0.25
"4367",6,"Alarming 30-fold rise in measles in Europe - WHO",3,15,0.25
"4368",6,"Arrest after death of US art dealer in Brazil",3,15,0.25
"4369",6,"Attacks fly as Trump grows lead in New Hampshire",3,15,0.25
"4370",6,"Auction of Mandela items sparks South Africa row",3,15,0.25
"4371",6,"Australian MP accuses news channel of editing body",3,15,0.25
"4372",6,"Biden says US strikes have not stopped Houthi attacks",3,15,0.25
"4373",6,"Biden will not be charged over top secret documents",3,15,0.25
"4374",6,"Bob Marley fans Harry and Meghan attend film launch",3,15,0.25
"4375",6,"Briton in Madrid court over Snapchat plane-bomb hoax",3,15,0.25
"4376",6,"Can India's 'alternative Maldives' handle mass tourism?",3,15,0.25
"4377",6,"China fury as Messi skips HK match, plays in Japan",3,15,0.25
"4378",6,"Covid jab skipped by 44%, entire UK study finds",3,15,0.25
