"","order_var","article_title","n","mins","hrs"
"978",10,"Melania Trump gives eulogy at mother's funeral",27,135,2.25
"979",10,"Stuffed polar bear stolen in bizarre heist",27,135,2.25
"980",10,"Who is Bushra Bibi, the faith healer wife of Imran Khan?",27,135,2.25
"981",1,"EU leaders unlock €50bn support package for Ukraine",26,130,2.16666666666667
"982",1,"King leaves hospital as Kate recovers at home",26,130,2.16666666666667
"983",2,"Large crowds protest in Russia as activist jailed",26,130,2.16666666666667
"984",2,"Swedish alarm after defence chiefs' war warning",26,130,2.16666666666667
"985",3,"FKA twigs responds to Calvin Klein advert ban",26,130,2.16666666666667
"986",3,"Greta Thunberg: We must remember who real enemy is",26,130,2.16666666666667
"987",3,"Madonna sued by fans over late concert start time",26,130,2.16666666666667
"988",3,"Musk announces wireless brain chip implant",26,130,2.16666666666667
"989",4,"Magnussen to make doping 'world record' attempt",26,130,2.16666666666667
"990",4,"Netflix removes film after backlash from Hindu groups",26,130,2.16666666666667
"991",4,"Oscar nominations to reflect Barbenheimer success",26,130,2.16666666666667
"992",4,"Rocky star Carl Weathers dies aged 76",26,130,2.16666666666667
"993",4,"Why did US wait to retaliate for drone attack on its troops?",26,130,2.16666666666667
"994",5,"'Critical failure' grounds Blinken plane in Davos",26,130,2.16666666666667
"995",5,"Armenians fight controversial Jerusalem land deal",26,130,2.16666666666667
"996",5,"Climbing Everest? You need to bring your poo back",26,130,2.16666666666667
"997",5,"Man guilty of killing woman in driveway wrong turn",26,130,2.16666666666667
"998",5,"Nauru cuts ties with Taiwan in favour of China",26,130,2.16666666666667
"999",5,"Oscar nominations to reflect Barbenheimer success",26,130,2.16666666666667
"1000",5,"Russian oil depot hit in Ukrainian drone attack",26,130,2.16666666666667
"1001",5,"US launches more strikes against Houthis in Yemen",26,130,2.16666666666667
"1002",6,"Country music legend Toby Keith dies aged 62",26,130,2.16666666666667
"1003",6,"Duchess of York diagnosed with skin cancer",26,130,2.16666666666667
"1004",6,"How disgraced preacher TB Joshua faked his miracles",26,130,2.16666666666667
"1005",6,"Israel reined in by ICJ ruling - but will it obey?",26,130,2.16666666666667
"1006",6,"King Charles 'doing well' after prostate treatment",26,130,2.16666666666667
"1007",6,"Scientists crack mystery of how MS gene spread",26,130,2.16666666666667
"1008",6,"Three wounded in Paris train station knife attack",26,130,2.16666666666667
"1009",6,"Universal Music to pull songs from TikTok",26,130,2.16666666666667
"1010",6,"Woman arrested for stealing $2,500 of Stanley cups",26,130,2.16666666666667
"1011",7,"Baldwin pleads not guilty to involuntary manslaughter",26,130,2.16666666666667
"1012",7,"BBC's Glenn Campbell: My brain cancer diagnosis was a total shock",26,130,2.16666666666667
"1013",7,"Haley finally gets her solo showdown with Trump",26,130,2.16666666666667
"1014",7,"Man guilty of killing woman in driveway wrong turn",26,130,2.16666666666667
"1015",7,"Martin Luther King Jr's son Dexter dies of cancer",26,130,2.16666666666667
"1016",7,"Stuffed polar bear stolen in bizarre heist",26,130,2.16666666666667
"1017",7,"Two Royal Navy warships collide at Bahrain port",26,130,2.16666666666667
"1018",7,"X blocks searches for Taylor Swift on its site",26,130,2.16666666666667
"1019",8,"Harvard sued over 'rampant anti-Jewish hatred'",26,130,2.16666666666667
"1020",8,"I almost died up a mountain scattering dad's ashes",26,130,2.16666666666667
"1021",8,"Namibia criticises German support for Israel over ICJ case",26,130,2.16666666666667
"1022",8,"Rugby star Kurtley Beale not guilty of sexual assault",26,130,2.16666666666667
"1023",8,"Tucker Carlson interviews Russia's Putin - Kremlin",26,130,2.16666666666667
"1024",8,"UK forces not ready for intensive war, MPs warn",26,130,2.16666666666667
"1025",8,"US defence secretary remains in hospital - Pentagon",26,130,2.16666666666667
"1026",9,"California braces for 'life-threatening' rain storm",26,130,2.16666666666667
"1027",9,"China executes couple who killed two toddlers",26,130,2.16666666666667
"1028",9,"Disney boss bets on Fortnite and Taylor Swift",26,130,2.16666666666667
"1029",9,"Fire on ship linked to Britain after Houthi attack",26,130,2.16666666666667
"1030",9,"Is a waning Canadian dream fuelling reverse migration?",26,130,2.16666666666667
"1031",9,"Liberia's new leader fails to end inauguration speech",26,130,2.16666666666667
"1032",9,"Nollywood star sentenced for stepping on naira notes",26,130,2.16666666666667
"1033",9,"Police failed to respond to 999 call from deaths house",26,130,2.16666666666667
"1034",9,"Post Office threatened BBC over whistleblower",26,130,2.16666666666667
"1035",10,"Antarctica mysteries to be mapped by robot plane",26,130,2.16666666666667
"1036",10,"I was sterilised last year - why am I pregnant again?",26,130,2.16666666666667
"1037",10,"Man guilty of killing woman in driveway wrong turn",26,130,2.16666666666667
"1038",10,"TikTok pulls Taylor Swift and The Weeknd's music",26,130,2.16666666666667
"1039",10,"Twins separated and sold at birth reunited by TikTok",26,130,2.16666666666667
"1040",10,"UN's top court to rule on Israel in Gaza war",26,130,2.16666666666667
"1041",1,"Israel W Bank hospital raid kills three militants",25,125,2.08333333333333
"1042",1,"Netanyahu defies pressure over Palestinian state",25,125,2.08333333333333
"1043",1,"Russia: Cat thrown off train into snow found dead",25,125,2.08333333333333
"1044",2,"Fire on ship linked to Britain after Houthi attack",25,125,2.08333333333333
"1045",2,"Grammys 2024: The highs, lows and why Swift won",25,125,2.08333333333333
"1046",2,"Hamas sets out three-stage plan for ceasefire deal",25,125,2.08333333333333
"1047",2,"Israel and Hamas reach agreement on Gaza aid",25,125,2.08333333333333
"1048",2,"Netanyahu publicly rejects US push for Palestinian state",25,125,2.08333333333333
"1049",2,"Ukraine 'hits Russian missile boat in Black Sea'",25,125,2.08333333333333
"1050",3,"BBC confronts man who abused boy in secretive Christian Church",25,125,2.08333333333333
"1051",3,"Controversy after Ukrainian-born model crowned Miss Japan",25,125,2.08333333333333
"1052",3,"French actress accuses director of historical rape",25,125,2.08333333333333
"1053",3,"Oscar nominations to reflect Barbenheimer success",25,125,2.08333333333333
"1054",3,"The 'burning prisons' fuelled by fast fashion",25,125,2.08333333333333
"1055",3,"Trump 'unleashed' followers on Carroll, says lawyer",25,125,2.08333333333333
"1056",3,"Western officials in protest over Israel Gaza policy",25,125,2.08333333333333
"1057",3,"World tops 1.5C warming threshold for full year",25,125,2.08333333333333
"1058",4,"India PM opens grand temple on razed mosque site",25,125,2.08333333333333
"1059",4,"One-time giant of African air travel mounts comeback",25,125,2.08333333333333
"1060",5,"AI to hit 40% of jobs and worsen inequality, IMF says",25,125,2.08333333333333
"1061",5,"Captain Cook statue sawn off ahead of Australia Day",25,125,2.08333333333333
"1062",5,"Heist brothers 'should be banned from Switzerland'",25,125,2.08333333333333
"1063",5,"How London hotel sting caught Swiss museum heist thieves",25,125,2.08333333333333
"1064",5,"Israeli war leader challenges Netanyahu over Gaza",25,125,2.08333333333333
"1065",5,"Snoop Dogg sues Walmart over cereal sabotage claim",25,125,2.08333333333333
"1066",5,"Trump's federal trial on election meddling postponed",25,125,2.08333333333333
"1067",6,"Add salt to make perfect cup of tea, US scientist says",25,125,2.08333333333333
"1068",6,"Adidas says it plans to sell remaining Yeezy stock",25,125,2.08333333333333
"1069",6,"Dancer with allergy eats mislabelled cookie and dies",25,125,2.08333333333333
"1070",6,"Ecuador gang members held after hospital stormed",25,125,2.08333333333333
"1071",6,"Gustav Klimt portrait found after almost 100 years",25,125,2.08333333333333
"1072",6,"Nikki Haley asks for Secret Service protection",25,125,2.08333333333333
"1073",6,"Prince William can show his own version of royalty",25,125,2.08333333333333
"1074",6,"South Africa slams Nigeria for football safety warning",25,125,2.08333333333333
"1075",7,"Dior bag furore shakes South Korea's ruling party",25,125,2.08333333333333
"1076",7,"Grammy Awards red carpet and ceremony in pictures",25,125,2.08333333333333
"1077",7,"Prince William can show his own version of royalty",25,125,2.08333333333333
"1078",7,"Protesters throw soup at Mona Lisa painting",25,125,2.08333333333333
"1079",7,"Senior Tory's call for Sunak to go sparks backlash",25,125,2.08333333333333
"1080",7,"Why the e-bike boom is raising fire fears",25,125,2.08333333333333
"1081",8,"'Will you come and get me?' Gaza girl's desperate plea before losing contact",25,125,2.08333333333333
"1082",8,"Five Republican storylines to watch for in Iowa",25,125,2.08333333333333
"1083",8,"France to tighten migrant law despite court ruling",25,125,2.08333333333333
"1084",8,"Judge proposes Rubiales trial for World Cup kiss",25,125,2.08333333333333
"1085",9,"Biden says US strikes have not stopped Houthi attacks",25,125,2.08333333333333
"1086",9,"Israel reined in by ICJ ruling - but will it obey?",25,125,2.08333333333333
"1087",9,"King Charles diagnosed with cancer",25,125,2.08333333333333
"1088",9,"Net closes in on vigilante destroyer of Italy's speed cameras",25,125,2.08333333333333
"1089",9,"Oscars 2024: List of nominations in full",25,125,2.08333333333333
"1090",9,"Police officers mock footage of victim’s seizure",25,125,2.08333333333333
"1091",9,"South Africa slams Nigeria for football safety warning",25,125,2.08333333333333
"1092",9,"Ukraine MPs reject bid to crack down on draft dodgers",25,125,2.08333333333333
"1093",10,"Kenyan cult leader charged with 191 murders",25,125,2.08333333333333
"1094",10,"Russian oil getting into UK via refinery loophole",25,125,2.08333333333333
"1095",1,"Israel and S Africa play heavy on emotion in genocide case",24,120,2
"1096",1,"Ukraine 'hits Russian missile boat in Black Sea'",24,120,2
"1097",1,"Who is Bushra Bibi, the mystical wife of Imran Khan?",24,120,2
"1098",2,"Putin challenger submits bid to run for president",24,120,2
"1099",2,"Trump's failed immunity appeal is a strategic win",24,120,2
"1100",3,"Clapham suspect convicted of sex offence in 2018",24,120,2
"1101",3,"Donald Trump scores huge win in Nevada caucus",24,120,2
"1102",3,"Dozens dead in strike on Russia-held Ukraine city",24,120,2
"1103",3,"EU leaders unlock €50bn support package for Ukraine",24,120,2
"1104",3,"Israel W Bank hospital raid kills three Palestinian fighters",24,120,2
"1105",3,"Netanyahu defies pressure over Palestinian state",24,120,2
"1106",3,"Oil tanker on fire after Houthi missile attack",24,120,2
"1107",3,"Putin challenger barred from Russia's election",24,120,2
"1108",3,"Ukraine says it has uncovered major arms corruption",24,120,2
"1109",3,"Victorious Nigerians taunt South Africans with Tyla hit",24,120,2
"1110",4,"Imran Khan given second jail sentence in two days",24,120,2
"1111",4,"In Ukraine's river war, drones mean nowhere is safe",24,120,2
"1112",4,"King seen for first time since cancer announcement",24,120,2
"1113",4,"Sydney shark attack victim thanks 'heroic' neighbours",24,120,2
"1114",4,"Tourists dismayed as Zanzibar runs low on beer",24,120,2
"1115",4,"UN's top court says Israel must prevent genocide",24,120,2
"1116",4,"US son allegedly shot and beheaded dad before rant",24,120,2
"1117",4,"US warns Israel sending troops into Rafah risks 'disaster'",24,120,2
"1118",4,"Where Biden v Trump will be won and lost",24,120,2
"1119",5,"Can Nikki Haley really stop Donald Trump in 2024?",24,120,2
"1120",5,"Fake death of India actress sparks ethics debate",24,120,2
"1121",5,"Iran admits carrying out deadly Pakistan strike",24,120,2
"1122",5,"Israel and Hamas reach agreement on Gaza aid",24,120,2
"1123",5,"Macron shifts to right on schools and birth rate",24,120,2
"1124",5,"Oscars 2024: List of nominations in full",24,120,2
"1125",5,"UK island base not suitable for migrants, UN says",24,120,2
"1126",5,"William says public sympathy 'means a great deal'",24,120,2
"1127",6,"Can Nikki Haley really stop Donald Trump?",24,120,2
"1128",6,"Elon Musk funds Gina Carano lawsuit against Disney",24,120,2
"1129",6,"Gaza's largest aid agency 'desperate' after funds paused",24,120,2
"1130",6,"Iran extends Nobel Prize winner's prison sentence",24,120,2
"1131",6,"New atom-smasher could spark physics revolution",24,120,2
"1132",6,"Nicole Kidman Hong Kong drama not shown in city",24,120,2
"1133",6,"Spanish farmers join wave of protests",24,120,2
"1134",6,"Trump legal brief warns of chaos if ballot ban upheld",24,120,2
"1135",6,"Where Biden v Trump will be won and lost",24,120,2
"1136",6,"Zelensky sacks Ukraine's commander-in-chief",24,120,2
"1137",7,"Five things in the Biden classified documents report",24,120,2
"1138",7,"Swift threatens to sue student who tracks her jet",24,120,2
"1139",7,"Top Arizona Republican quits over leaked tape offer",24,120,2
"1140",7,"Trump's federal trial on election meddling postponed",24,120,2
"1141",7,"UN's top court to rule on Israel in Gaza war",24,120,2
"1142",7,"US official says Boeing jets won't fly until safe",24,120,2
"1143",8,"Brits living abroad for more than 15 years get vote",24,120,2
"1144",8,"I was sterilised last year - why am I pregnant again?",24,120,2
"1145",8,"Iran-backed group suspends attacks against US",24,120,2
"1146",8,"Iran: Air strike on Syria will not go 'unanswered'",24,120,2
"1147",8,"Netflix password crackdown fuels sign-up surge",24,120,2
"1148",8,"US blames Iran-backed group for deadly drone strike",24,120,2
"1149",8,"Yes or snow? Reese Witherspoon's viral brew divides opinion",24,120,2
"1150",9,"Eight US deaths in Colombia linked to dating apps",24,120,2
"1151",9,"French police sentenced for brutal search assault",24,120,2
"1152",9,"Israel accused of targeting civilians in deadly West Bank strike",24,120,2
"1153",9,"Russian missiles wreck Kharkiv hotel, Ukraine says",24,120,2
"1154",9,"Second Boeing model to be inspected after blowout",24,120,2
"1155",9,"Temple rises from ruins of one of India’s darkest days",24,120,2
"1156",10,"'Critical failure' grounds Blinken plane in Davos",24,120,2
"1157",10,"Brazen van heists bring terror to South Africa’s roads",24,120,2
"1158",10,"El Salvador woman freed after abortion conviction",24,120,2
"1159",10,"Israel accused of targeting civilians in deadly West Bank strike",24,120,2
"1160",10,"What we know about US strikes in Iraq and Syria",24,120,2
"1161",1,"French actress accuses director of historical rape",23,115,1.91666666666667
"1162",1,"Greek ship hit by missile in Red Sea",23,115,1.91666666666667
"1163",1,"Russia deliberately risked lives in downed plane - Kyiv",23,115,1.91666666666667
"1164",1,"Tom Holland bonus sent to Tom Hollander in error",23,115,1.91666666666667
"1165",2,"French actress accuses director of historical rape",23,115,1.91666666666667
"1166",2,"King leaves hospital as Kate recovers at home",23,115,1.91666666666667
"1167",2,"Protesters throw soup at Mona Lisa painting",23,115,1.91666666666667
"1168",3,"'Will you come and get me?' Gaza girl's desperate plea before losing contact",23,115,1.91666666666667
"1169",3,"An eccentric Danish queen abdicates - will others follow?",23,115,1.91666666666667
"1170",3,"Axe-wielding hostage-taker shot dead on Swiss train",23,115,1.91666666666667
"1171",3,"BBC's Glenn Campbell: My brain cancer diagnosis was a total shock",23,115,1.91666666666667
"1172",3,"Houthis hit US-owned ship after 'terror' designation",23,115,1.91666666666667
"1173",3,"Will Macron's whizz-kid help fend off the far right?",23,115,1.91666666666667
"1174",3,"Zuckerberg apologises to families in fiery Senate hearing",23,115,1.91666666666667
"1175",4,"Grammy Awards red carpet and ceremony in pictures",23,115,1.91666666666667
"1176",4,"Miss Japan steps down after tabloid exposes affair",23,115,1.91666666666667
"1177",4,"NZ MP resigns following shoplifting allegations",23,115,1.91666666666667
"1178",4,"SA gospel singer accused of ordering lover's murder",23,115,1.91666666666667
"1179",4,"WWE boss accused of sex trafficking",23,115,1.91666666666667
"1180",5,"Fire on ship linked to Britain after Houthi attack",23,115,1.91666666666667
"1181",5,"Grammy Awards red carpet and ceremony in pictures",23,115,1.91666666666667
"1182",5,"Japan bomber may have been found after 50 years",23,115,1.91666666666667
"1183",5,"King Charles diagnosed with cancer",23,115,1.91666666666667
"1184",5,"Nigerian monarch shot dead and wife kidnapped",23,115,1.91666666666667
"1185",5,"Police arrest five after bodies found in US desert",23,115,1.91666666666667
"1186",5,"Spanish farmers join wave of protests",23,115,1.91666666666667
"1187",5,"UN in aid plea after staff accused of Israel attack",23,115,1.91666666666667
"1188",5,"Young Austrian heiress reveals €25m giveaway plan",23,115,1.91666666666667
"1189",6,"Audio of US defence secretary's 911 call released",23,115,1.91666666666667
"1190",6,"Boney M founder Frank Farian dies aged 82",23,115,1.91666666666667
"1191",6,"Denmark's cool, Scandi proclamation felt familiar",23,115,1.91666666666667
"1192",6,"Elmo responds to 'world is on fire' angst",23,115,1.91666666666667
"1193",6,"Footballer Dani Alves's rape trial begins in Spain",23,115,1.91666666666667
"1194",6,"Madonna sued by fans over late concert start time",23,115,1.91666666666667
"1195",6,"Netanyahu defies Biden over Palestinian state",23,115,1.91666666666667
"1196",6,"Tucker Carlson to interview Russia's Putin",23,115,1.91666666666667
"1197",6,"US warns Israel sending troops into Rafah risks 'disaster'",23,115,1.91666666666667
"1198",6,"Who is Bushra Bibi, the mystical wife of Imran Khan?",23,115,1.91666666666667
"1199",7,"Boney M founder Frank Farian dies aged 82",23,115,1.91666666666667
"1200",7,"Can Nikki Haley really stop Donald Trump?",23,115,1.91666666666667
"1201",7,"Fans call for Eriksson to achieve Liverpool 'dream'",23,115,1.91666666666667
"1202",7,"Gustav Klimt portrait found after almost 100 years",23,115,1.91666666666667
"1203",7,"Liberia moves from youngest elected leader to oldest",23,115,1.91666666666667
"1204",7,"Princess of Wales in hospital after abdominal surgery",23,115,1.91666666666667
"1205",7,"Yes or snow? Reese Witherspoon's viral brew divides opinion",23,115,1.91666666666667
"1206",8,"'Russia's Google' owner pulls out of home country",23,115,1.91666666666667
"1207",8,"'We caught nan's abusers on a hidden camera'",23,115,1.91666666666667
"1208",8,"Does Germany’s economy need more than a cup of coffee?",23,115,1.91666666666667
"1209",8,"Ecuador prosecutor probing TV studio attack killed",23,115,1.91666666666667
"1210",8,"Nearly 90 dead after fierce winter storms strike US",23,115,1.91666666666667
"1211",8,"Record-breaking Suits was 2023's most-streamed show",23,115,1.91666666666667
"1212",8,"Shamans in Siberia among stunning travel award photos",23,115,1.91666666666667
"1213",8,"What options does US have to respond to Jordan attack?",23,115,1.91666666666667
"1214",9,"'We are surrounded': Guarding the Middle East's most dangerous border",23,115,1.91666666666667
"1215",9,"Hermit crabs are 'wearing' our plastic rubbish",23,115,1.91666666666667
"1216",9,"I almost died up a mountain scattering dad's ashes",23,115,1.91666666666667
"1217",9,"Iran's antisemitic speeches to UK students probed",23,115,1.91666666666667
"1218",9,"Mars crash ends Nasa helicopter Ingenuity's mission",23,115,1.91666666666667
"1219",9,"Saudi Arabia to get first alcohol shop in 70 years",23,115,1.91666666666667
"1220",9,"Sheryl Sandberg to step down from Meta board",23,115,1.91666666666667
"1221",9,"They went to live with IS in Syria, now they’re coming home",23,115,1.91666666666667
"1222",9,"Trump counts on evangelicals to carry him to Iowa victory",23,115,1.91666666666667
"1223",9,"Trump legal brief warns of chaos if ballot ban upheld",23,115,1.91666666666667
"1224",9,"US blames Iran-backed group for deadly drone strike",23,115,1.91666666666667
"1225",10,"Armenians fight controversial Jerusalem land deal",23,115,1.91666666666667
"1226",10,"Four NHL players charged over 2018 sexual assault",23,115,1.91666666666667
"1227",10,"Grammy Awards: The main winners and nominees",23,115,1.91666666666667
"1228",10,"How a grieving mother exposed the truth of Turkey’s deadly earthquake",23,115,1.91666666666667
"1229",10,"In Ukraine's river war, drones mean nowhere is safe",23,115,1.91666666666667
"1230",10,"Israel strikes southern Gaza city swollen with displaced people",23,115,1.91666666666667
"1231",10,"Jodie Comer: I was terrified acting with 15 babies",23,115,1.91666666666667
"1232",10,"Spain's prime minister defends Eurovision entry",23,115,1.91666666666667
"1233",10,"The Emmys red carpet in pictures",23,115,1.91666666666667
"1234",10,"Those dying of hunger are idiots - Uganda minister",23,115,1.91666666666667
"1235",1,"Greek ship hit by Houthi missile in Red Sea",22,110,1.83333333333333
"1236",1,"Illegal New York synagogue tunnel leads to 9 arrests",22,110,1.83333333333333
"1237",1,"Israeli military says 21 soldiers killed in Gaza",22,110,1.83333333333333
"1238",1,"Melania Trump gives eulogy at mother's funeral",22,110,1.83333333333333
"1239",1,"Russian oil depot hit in Ukrainian drone attack",22,110,1.83333333333333
"1240",2,"King Charles diagnosed with cancer",22,110,1.83333333333333
"1241",2,"Oscars 2024: List of nominations in full",22,110,1.83333333333333
"1242",2,"Trump must pay $83.3m for defaming E Jean Carroll",22,110,1.83333333333333
"1243",3,"Elon Musk visits site of Auschwitz death camp",22,110,1.83333333333333
"1244",3,"Iran says US strikes are a 'strategic mistake'",22,110,1.83333333333333
"1245",3,"Nigerian monarch shot dead and wife kidnapped",22,110,1.83333333333333
"1246",3,"Passenger opens plane door and walks on wing",22,110,1.83333333333333
"1247",3,"UK halts aid to UN agency after Hamas attack claim",22,110,1.83333333333333
"1248",3,"US approves plan for strikes on Iranian targets",22,110,1.83333333333333
"1249",4,"'Drugged, robbed, killed': One city's deadly dating trap",22,110,1.83333333333333
"1250",4,"Biden vows border 'shut down' if Congress passes deal",22,110,1.83333333333333
"1251",4,"Billionaire Lewis pleads guilty to insider trading",22,110,1.83333333333333
"1252",4,"Disposable vapes to be banned for child health",22,110,1.83333333333333
"1253",4,"Mother convicted for failing to stop school shooting",22,110,1.83333333333333
"1254",5,"'I can't see': Witnesses recount 'horrific' scene in south London",22,110,1.83333333333333
"1255",5,"Former pole vault world champion Barber dies aged 29",22,110,1.83333333333333
"1256",5,"Hamas says it is studying new Gaza truce proposal",22,110,1.83333333333333
"1257",5,"Rugby star Kurtley Beale not guilty of sexual assault",22,110,1.83333333333333
"1258",5,"Spain's prime minister defends Eurovision entry",22,110,1.83333333333333
"1259",5,"Taiwan just chose a president China loathes. What now?",22,110,1.83333333333333
"1260",6,"'We are surrounded': Guarding the Middle East's most dangerous border",22,110,1.83333333333333
"1261",6,"Dog-lovers race to save strays from Russian cull",22,110,1.83333333333333
"1262",6,"Italian culture minister probed over stolen painting",22,110,1.83333333333333
"1263",6,"Man guilty of killing woman in driveway wrong turn",22,110,1.83333333333333
"1264",6,"Oscar nominations to reflect Barbenheimer success",22,110,1.83333333333333
"1265",6,"Six held over plot to disrupt London Stock Exchange",22,110,1.83333333333333
"1266",6,"Streets empty as Ecuador reels from violence",22,110,1.83333333333333
"1267",6,"US blames Iran-backed group for deadly drone strike",22,110,1.83333333333333
"1268",6,"Woman killed by dogs while visiting grandson",22,110,1.83333333333333
"1269",7,"Beauty giant Avon under fire over Russia links",22,110,1.83333333333333
"1270",7,"Democrats attack Biden over strikes on Houthi rebels",22,110,1.83333333333333
"1271",7,"Ecuador prosecutor probing TV studio attack killed",22,110,1.83333333333333
"1272",7,"Gaza's largest aid agency 'desperate' after funds paused",22,110,1.83333333333333
"1273",7,"Namibia gets new leader hours after predecessor dies",22,110,1.83333333333333
"1274",7,"Nearly 90 dead after fierce winter storms strike US",22,110,1.83333333333333
"1275",7,"Netflix removes film after backlash from Hindu groups",22,110,1.83333333333333
"1276",7,"New Iceland eruption triggers state of emergency",22,110,1.83333333333333
"1277",7,"Russian anti-war band arrested in Thailand",22,110,1.83333333333333
"1278",7,"Trump asked to pay NY Times $392,000 in legal costs",22,110,1.83333333333333
"1279",7,"Who is Bushra Bibi, the mystical wife of Imran Khan?",22,110,1.83333333333333
"1280",8,"American lunar mission destroyed over Pacific Ocean",22,110,1.83333333333333
"1281",8,"Biden wins in New Hampshire despite ballot no-show",22,110,1.83333333333333
"1282",8,"China says US 'gravely wrong' to congratulate Taiwan leader",22,110,1.83333333333333
"1283",8,"Fake death of India actress sparks ethics debate",22,110,1.83333333333333
"1284",8,"Israel in heavy south Gaza strikes as hostages sent medicine",22,110,1.83333333333333
"1285",8,"Japan hopes sunlight can save stricken Moon lander",22,110,1.83333333333333
"1286",8,"Senegal on the brink after elections postponed",22,110,1.83333333333333
"1287",8,"Trump turns his legal battles into campaign spectacle",22,110,1.83333333333333
"1288",8,"Zelensky sacks Ukraine's commander-in-chief",22,110,1.83333333333333
"1289",9,"Clapham suspect convicted of sex offence in 2018",22,110,1.83333333333333
"1290",9,"Drone attack kills six Syrian fighters at US base",22,110,1.83333333333333
"1291",9,"Fears for farm animals stuck on ship off Australia",22,110,1.83333333333333
"1292",9,"Former pole vault world champion Barber dies aged 29",22,110,1.83333333333333
"1293",9,"India boat capsize victims 'not given life jackets'",22,110,1.83333333333333
"1294",9,"Japan hopes sunlight can save stricken Moon lander",22,110,1.83333333333333
"1295",9,"Key UN Gaza aid agency runs into diplomatic storm",22,110,1.83333333333333
"1296",9,"Namibia criticises German support for Israel over ICJ case",22,110,1.83333333333333
"1297",9,"S African DJ Black Coffee injured during flight to gig",22,110,1.83333333333333
"1298",9,"The new-style nightclub that's only open in the day",22,110,1.83333333333333
"1299",9,"Trapped orcas escape from drift ice near Japan",22,110,1.83333333333333
"1300",9,"Trump's federal trial on election meddling postponed",22,110,1.83333333333333
"1301",9,"UPS to cut 12,000 jobs after 'disappointing' year",22,110,1.83333333333333
"1302",9,"What do we know about the King's cancer diagnosis?",22,110,1.83333333333333
"1303",9,"Winter storm hits US with heavy snow and icy winds",22,110,1.83333333333333
"1304",10,"Bolts missing from door, says Boeing blowout probe",22,110,1.83333333333333
"1305",10,"Brosnan pleads not guilty to Yellowstone trespassing",22,110,1.83333333333333
"1306",10,"Fans boo as Messi fails to play in Hong Kong friendly",22,110,1.83333333333333
"1307",10,"Has great white shark newborn been caught on film?",22,110,1.83333333333333
"1308",10,"Iran's sudden strikes show just how perilous region has become",22,110,1.83333333333333
"1309",10,"Israelis tell MPs of Hamas sexual violence evidence",22,110,1.83333333333333
"1310",10,"Mining giants told to pay $9.7bn over dam disaster",22,110,1.83333333333333
"1311",10,"Russian sanctioned for Australia's worst data hack",22,110,1.83333333333333
"1312",10,"Who are the Houthi rebels attacking Red Sea ships?",22,110,1.83333333333333
"1313",1,"Iran: Air strike on Syria will not go 'unanswered'",21,105,1.75
"1314",1,"Swedish police destroy object outside Israeli embassy",21,105,1.75
"1315",2,"Billionaire Lewis pleads guilty to insider trading",21,105,1.75
"1316",2,"Iowa principal who saved pupils from shooting dies",21,105,1.75
"1317",2,"Swedish police destroy object outside Israeli embassy",21,105,1.75
"1318",2,"Yemen strikes show war in Gaza has already spread",21,105,1.75
"1319",3,"Australia axes 'golden visa' scheme for mega rich",21,105,1.75
"1320",3,"Barbie misses key Oscar nods for Gerwig and Robbie",21,105,1.75
"1321",3,"Dua Lipa: Fans don't want pop stars to be smart",21,105,1.75
"1322",3,"Grammys 2024: The highs, lows and why Swift won",21,105,1.75
"1323",3,"Iowa principal who saved pupils from shooting dies",21,105,1.75
"1324",3,"Israel calls genocide claim a distortion of truth",21,105,1.75
"1325",3,"Judge annuls Musk's 'unfathomable' $56bn Tesla pay",21,105,1.75
"1326",3,"Musk says Neuralink implanted wireless brain chip",21,105,1.75
"1327",3,"Myanmar's army is losing - and facing fire from a militant monk",21,105,1.75
"1328",3,"Rare N Korea footage shows teens sentenced over K-drama",21,105,1.75
"1329",3,"Russia: Cat thrown off train into snow found dead",21,105,1.75
"1330",3,"Second Boeing model to be inspected after blowout",21,105,1.75
"1331",3,"Snoop Dogg’s daughter speaks of shock after stroke",21,105,1.75
"1332",3,"US launches fourth round of strikes on Houthi targets",21,105,1.75
"1333",3,"US man says wait for untested execution like 'torture'",21,105,1.75
"1334",3,"Why did Iran launch strikes on its allies' territory?",21,105,1.75
"1335",4,"'Send back our husbands' - Russian women in rare protest",21,105,1.75
"1336",4,"Emma Stone: Sex scenes in Poor Things are 'honest'",21,105,1.75
"1337",4,"French actress accuses director of historical rape",21,105,1.75
"1338",4,"Israel reined in by ICJ ruling - but will it obey?",21,105,1.75
"1339",4,"Josef Fritzl could be moved to care home - reports",21,105,1.75
"1340",4,"Key takeaways from Trump's win in Iowa",21,105,1.75
"1341",4,"King Charles in hospital for prostate treatment",21,105,1.75
"1342",4,"Ryan Gosling disappointed by Barbie's Oscar snubs",21,105,1.75
"1343",4,"UK High Court throws out Trump ex-spy dossier case",21,105,1.75
"1344",4,"US approves plan for strikes on Iranian targets",21,105,1.75
"1345",4,"US condemns Iran for 'reckless' strikes on Iraq",21,105,1.75
"1346",5,"'If not Putin, then who?' - How Russians view looming elections",21,105,1.75
"1347",5,"Alabama inmate faces first nitrogen execution in US",21,105,1.75
"1348",5,"Germans mull ban on elected far-right party after scandal",21,105,1.75
"1349",5,"India PM to open grand temple on razed mosque site",21,105,1.75
"1350",5,"Iran: Air strike on Syria will not go 'unanswered'",21,105,1.75
