"","article_title","n","mins","hrs"
"652","How a grieving mother exposed the truth of Turkey’s deadly earthquake",38,190,3.16666666666667
"653","Uber Eats ad criticised for peanut allergy joke",38,190,3.16666666666667
"654","Elon Musk visits site of Auschwitz death camp",37,185,3.08333333333333
"655","Hostages taken at US plant in Turkey - reports",37,185,3.08333333333333
"656","Mercedes' Hamilton will make shock Ferrari move",37,185,3.08333333333333
"657","Snowstorms disrupt Lunar New Year travel in China",37,185,3.08333333333333
"658","US warns Israel over sending troops into Rafah",37,185,3.08333333333333
"659","World breaches 1.5C warming threshold for full year",37,185,3.08333333333333
"660","Biden secures major endorsement in re-election bid",36,180,3
"661","Cyclone brings heavy rain to Reunion and Mauritius",36,180,3
"662","Ecuador gang members held after hospital stormed",36,180,3
"663","Germany’s far right seek revolution in farmers' protests",36,180,3
"664","Iraq condemns 'irresponsible' US air strikes",36,180,3
"665","Manhunt as seven found shot dead in Illinois city",36,180,3
"666","Russia deliberately risked lives in downed plane - Kyiv",36,180,3
"667","Trump walks out of court trial during closing arguments",36,180,3
"668","A TikTok grandpa with a bloody past is trying to win an election",35,175,2.91666666666667
"669","Biden will not be charged over top secret documents",35,175,2.91666666666667
"670","Former president of Chile dies in helicopter crash",35,175,2.91666666666667
"671","Harry and Meghan at Marley film Jamaican premiere",35,175,2.91666666666667
"672","Maine town manager drowns after saving son",35,175,2.91666666666667
"673","Suspected Gilgo Beach killer receives fourth charge",35,175,2.91666666666667
"674","Greta Thunberg: We must remember who real enemy is",34,170,2.83333333333333
"675","Iran-aligned group suspends attacks against US",34,170,2.83333333333333
"676","Key takeaways from Trump's win in Iowa",34,170,2.83333333333333
"677","Ron DeSantis drops out of presidential race",34,170,2.83333333333333
"678","Spears appears to apologise to Timberlake over book",34,170,2.83333333333333
"679","The schools moving underground to keep children safe",34,170,2.83333333333333
"680","Another Trump victory shows race is all but over",33,165,2.75
"681","Apple overtakes Samsung as biggest phonemaker",33,165,2.75
"682","Boeing admits mistake over plane door blow-out",33,165,2.75
"683","Elton John and Tony Blair at Derek Draper's funeral",33,165,2.75
"684","Friends scripts rescued from a bin up for auction",33,165,2.75
"685","German far-right seeks to piggyback on farmer protests",33,165,2.75
"686","Houses on fire as lava spills into Iceland town",33,165,2.75
"687","Newborn girl found in bag less than hour old",33,165,2.75
"688","North Korea's Kim brands South his 'primary foe'",33,165,2.75
"689","Oil tanker on fire after Houthi missile attack",33,165,2.75
"690","Rolling Tuscan fields among stunning travel award photos",33,165,2.75
"691","Spain police bust gang of alleged ex-military robbers",33,165,2.75
"692","Who is Trump's trial lawyer Alina Habba?",33,165,2.75
"693","Apple to allow rival app stores on iPhones in EU",32,160,2.66666666666667
"694","German chancellor finds doppelganger in US senator",32,160,2.66666666666667
"695","Kate leaves hospital after abdominal surgery",32,160,2.66666666666667
"696","Kylie, Billie, Joni and Beatles win early Grammys",32,160,2.66666666666667
"697","No charges for US police in 'wrong door' shooting",32,160,2.66666666666667
"698","SDLP suspend MLA who left Stormont for GAA game",32,160,2.66666666666667
"699","UK warned of coldest January night in 14 years",32,160,2.66666666666667
"700","Greek ship hit by missile in Red Sea - reports",31,155,2.58333333333333
"701","Hunter Biden pleads not guilty to nine tax charges",31,155,2.58333333333333
"702","Iran says strikes targeted militant group in Pakistan",31,155,2.58333333333333
"703","Israeli footballer flies home amid hostage plea row",31,155,2.58333333333333
"704","Missing US Marine helicopter carrying five found",31,155,2.58333333333333
"705","Police response to Uvalde was a failure, DOJ says",31,155,2.58333333333333
"706","Scholz warns against rise of far-right extremism",31,155,2.58333333333333
"707","US court sceptical of move to bar Trump from ballot",31,155,2.58333333333333
"708","US Marines helicopter missing with five on board",31,155,2.58333333333333
"709","Broadway star Chita Rivera dies at 91",30,150,2.5
"710","Civilians dead in Russia strikes on Kyiv and Kharkiv",30,150,2.5
"711","Emmys 2024: The red carpet in pictures",30,150,2.5
"712","In pictures: US and Canada blanketed by frigid air",30,150,2.5
"713","Japan's Princess Aiko gets job with Red Cross",30,150,2.5
"714","US recall says Tesla brake warnings were too small",30,150,2.5
"715","Auction of Mandela items sparks South Africa row",29,145,2.41666666666667
"716","India boat capsize victims 'not given life jackets'",29,145,2.41666666666667
"717","Nine injured in Clapham 'corrosive substance' attack",29,145,2.41666666666667
"718","Russian state media revels in Tucker Carlson visit",29,145,2.41666666666667
"719","Senate advances aid package for Ukraine and Israel",29,145,2.41666666666667
"720","Unseen images of computer that helped win WW2",29,145,2.41666666666667
"721","US man says wait for nitrogen execution like 'torture'",29,145,2.41666666666667
"722","Your pictures on the theme of 'in the cold'",29,145,2.41666666666667
"723","Austin aide made 'subtle' ambulance plea in new audio",28,140,2.33333333333333
"724","Biden says strikes against Yemen will continue",28,140,2.33333333333333
"725","Brothers jailed for Geneva Ming Dynasty museum heist",28,140,2.33333333333333
"726","Grammy Awards: The main winners and nominees",28,140,2.33333333333333
"727","Israel W Bank hospital raid kills three militants",28,140,2.33333333333333
"728","First lady's Dior bag shakes South Korean politics",27,135,2.25
"729","Inside the nine-month cruise going viral on TikTok",27,135,2.25
"730","Mauritius assesses damage after Cyclone Belal",27,135,2.25
"731","News channel's doctored image of MP causes anger",27,135,2.25
"732","Ukraine not ruling out PoWs on downed Russian plane",27,135,2.25
"733","'I want to stop babies being abandoned like I was'",26,130,2.16666666666667
"734","Australia axes 'golden visa' scheme for mega-rich",26,130,2.16666666666667
"735","Dua Lipa: Fans don't want pop stars to be smart",26,130,2.16666666666667
"736","Gilgo Beach suspect charged with fourth murder",26,130,2.16666666666667
"737","Ketamine stash worth €55m seized in Netherlands",26,130,2.16666666666667
"738","SA goalkeeper saves four penalties in shootout win",26,130,2.16666666666667
"739","Scientists clone monkey to speed medical research",26,130,2.16666666666667
"740","UK reconsiders relocating ex-Afghan special forces",26,130,2.16666666666667
"741","Why portraits still matter in an era of selfies",26,130,2.16666666666667
"742","'Almost like an invite': Why so many migrants head for US",25,125,2.08333333333333
"743","Dua Lipa: People don't want pop stars to be smart",25,125,2.08333333333333
"744","First IVF rhino pregnancy 'could save species'",25,125,2.08333333333333
"745","Trump ordered to pay NY Times $392,000 in legal costs",25,125,2.08333333333333
"746","US says strikes on Iran-linked sites just 'beginning'",25,125,2.08333333333333
"747","'We need jungle' - Amol Rajan on his TV quiz remix craze",24,120,2
"748","Bomb blasts kill dozens day before Pakistan vote",24,120,2
"749","Celine Dion makes surprise appearance at Grammys",24,120,2
"750","Melania Trump's mother Amalija Knavs dies at 78",24,120,2
"751","Student jailed for fiance's car drag death",24,120,2
"752","Unique flying reptile soared above Isle of Skye",24,120,2
"753","US condemns Iran for 'reckless' attacks on Iraq",24,120,2
"754","Brazil's ex-leader Bolsonaro to have passport seized",23,115,1.91666666666667
"755","Explosions hit Syrian capital - local media",23,115,1.91666666666667
"756","Greek ship hit by missile in Red Sea",23,115,1.91666666666667
"757","Iranian hired Hells Angel to kill defector, US says",23,115,1.91666666666667
"758","Kylie, Billie Eilish and Beatles win early Grammys",23,115,1.91666666666667
"759","Musk moves to shift Tesla's legal home to Texas",23,115,1.91666666666667
"760","One dead in shooting at Istanbul Catholic church",23,115,1.91666666666667
"761","Taiwan elects William Lai president in historic vote",23,115,1.91666666666667
"762","US shoots down missile from Yemen fired at warship",23,115,1.91666666666667
"763","Huge blast rocks Nigerian city of Ibadan",22,110,1.83333333333333
"764","Israeli military says 21 soldiers killed in Gaza",22,110,1.83333333333333
"765","Man locked in India plane toilet for over an hour",22,110,1.83333333333333
"766","US launches Boeing investigation after blowout",22,110,1.83333333333333
"767","Arrest after death of US art dealer in Brazil",21,105,1.75
"768","Australian drill rap vs the police",21,105,1.75
"769","Caught in a Ugandan propaganda network",21,105,1.75
"770","China fury as Messi plays after missing Hong Kong game",21,105,1.75
"771","France bans Biscay fishing to protect dolphins",21,105,1.75
"772","Haley beaten by 'none of the candidates' in Nevada",21,105,1.75
"773","Huge push for Gaza aid - but little hope for those suffering",21,105,1.75
"774","Indian men conned by 'impregnating women' job scam",21,105,1.75
"775","Israeli protesters hold up aid trucks to Gaza",21,105,1.75
"776","Kenya court blocks police deployment to Haiti",21,105,1.75
"777","MrBeast reveals he made $250,000 from X video",21,105,1.75
"778","Newborn girl found in bag by dog walker",21,105,1.75
"779","Sinner wins first major with epic fightback",21,105,1.75
"780","Statement in full: King diagnosed with cancer",21,105,1.75
"781","WWE founder accused of sex trafficking",21,105,1.75
"782","Foreign Office warns man running length of Africa",20,100,1.66666666666667
"783","Republican rivals make final pitches in frozen Iowa",20,100,1.66666666666667
"784","UN helicopter and crew seized by Somali Islamists",20,100,1.66666666666667
"785","Woman dies after being attacked by dogs",20,100,1.66666666666667
"786","'Almost like an invite': why so many migrants head for US",19,95,1.58333333333333
"787","Alkali attack suspect was not eligible for asylum",19,95,1.58333333333333
"788","Dogs that killed grandmother were XL bullies",19,95,1.58333333333333
"789","Four migrants die trying to cross Channel",19,95,1.58333333333333
"790","Harry settles phone-hacking case with Mirror group",19,95,1.58333333333333
"791","Houthis claim to have hit US merchant ship in Red Sea",19,95,1.58333333333333
"792","Iceland lava slowing down after day of destruction",19,95,1.58333333333333
"793","Iran seizes oil tanker near Oman - reports",19,95,1.58333333333333
"794","Nairobi gas blast kills two and injures more than 220",19,95,1.58333333333333
"795","No charge for Biden over documents but report questions memory",19,95,1.58333333333333
"796","Spain's Prime Minister defends Eurovision entry",19,95,1.58333333333333
"797","UN court to hear genocide case against Israel",19,95,1.58333333333333
"798","Amateur wins PGA Tour event for first time since 1991",18,90,1.5
"799","Manhunt after eight shot dead in Illinois city",18,90,1.5
"800","Misinformation spreads in China on ‘civil war’ in Texas",18,90,1.5
"801","Nations receiving US arms told to abide by laws of war",18,90,1.5
"802","Netanyahu orders military to plan Rafah evacuation",18,90,1.5
"803","Newborn baby girl found wrapped in towel in bag",18,90,1.5
"804","Pakistan-Iran diplomatic ties restored after strikes",18,90,1.5
"805","Royal Marine's stolen prosthetic legs found",18,90,1.5
"806","Suspected Jordanian air strikes in Syria kill 10",18,90,1.5
"807","Temperatures of -13C with snow and ice warnings in place",18,90,1.5
"808","Bear rescued in Ukraine shelling gets Scottish home",17,85,1.41666666666667
"809","China reveals British national jailed for spying",17,85,1.41666666666667
"810","Explosives held by illegal miners rock Nigeria city",17,85,1.41666666666667
"811","Fire destroys almost all of Abkhazia's art collection",17,85,1.41666666666667
"812","Hamilton to leave Mercedes and join Ferrari in 2025",17,85,1.41666666666667
"813","Jason Momoa's 1929 Rolls-Royce car turned electric",17,85,1.41666666666667
"814","Kinshasa chaos as Congo river hits near-record level",17,85,1.41666666666667
"815","Maine father drowns in icy pond after saving son",17,85,1.41666666666667
"816","Nairobi gas blast kills two and injures hundreds",17,85,1.41666666666667
"817","Police search for motive in Illinois mass killing",17,85,1.41666666666667
"818","Princess of Wales has planned abdominal surgery",17,85,1.41666666666667
"819","Ship linked to Britain on fire after Houthi attack",17,85,1.41666666666667
"820","UK halts Canada trade talks over beef rules",17,85,1.41666666666667
"821","Cyclone brings heavy rain to Réunion and Mauritius",16,80,1.33333333333333
"822","Joni Mitchell to make Grammy debut performance",16,80,1.33333333333333
"823","Jury starts deliberating in Trump defamation trial",16,80,1.33333333333333
"824","Legendary coach Belichick to leave Patriots",16,80,1.33333333333333
"825","Ron DeSantis suspends campaign for president",16,80,1.33333333333333
"826","Spanish triple murder linked to online romance scam",16,80,1.33333333333333
"827","Stars gear up for Emmy Awards after strike delay",16,80,1.33333333333333
"828","Ukrainian-born model named Miss Japan stirs controversy",16,80,1.33333333333333
"829","ESPN returns Emmys won using fake names",15,75,1.25
"830","Iran denies involvement in attack that killed US troops",15,75,1.25
"831","Newborn baby found in shopping bag by dog walker",15,75,1.25
"832","Police believe Clapham suspect died in Thames",15,75,1.25
"833","Political grenade thrusts Biden’s age into spotlight",15,75,1.25
"834","Three killed as record rainfall drenches California",15,75,1.25
"835","Trump, Haley and DeSantis make final pitches in Iowa",15,75,1.25
"836","US to increase oversight of Boeing after blowout",15,75,1.25
"837","Woman who died in dog attack named by family",15,75,1.25
"838","'My memory is fine': Biden hits back at special counsel",14,70,1.16666666666667
"839","At least 29 injured in Kenya gas plant explosion",14,70,1.16666666666667
"840","Australia axes 'Golden visa' scheme for mega rich",14,70,1.16666666666667
"841","Big US jobs rise in January surprises again",14,70,1.16666666666667
"842","Billie's Barbie track wins Grammy song of the year",14,70,1.16666666666667
"843","Clapham suspect died in Thames, police believe",14,70,1.16666666666667
"844","Donald Trump scores crushing win in Nevada caucus",14,70,1.16666666666667
"845","Flight returns to Japan after ‘drunk’ man bites crew",14,70,1.16666666666667
"846","High Court throws out Trump ex-spy dossier case",14,70,1.16666666666667
"847","Russia says 28 killed in strike on occupied Ukraine city",14,70,1.16666666666667
"848","Stalin icon removed from Georgia church",14,70,1.16666666666667
"849","Succession among early winners at Emmy Awards",14,70,1.16666666666667
"850","Sudan leaves regional bloc over attempt to end war",14,70,1.16666666666667
"851","Thunberg case thrown out because of 'no evidence'",14,70,1.16666666666667
"852","What is the genocide case against Israel?",14,70,1.16666666666667
"853","Bob Marley fans Harry and Meghan attend film launch",13,65,1.08333333333333
"854","Five US Marines dead in California helicopter crash",13,65,1.08333333333333
"855","Harry settles phone hacking claim with Mirror group",13,65,1.08333333333333
"856","Republicans back contempt charges for Hunter Biden",13,65,1.08333333333333
"857","Senior Iran security officials killed in Syria",13,65,1.08333333333333
"858","State of emergency in Catalonia over worst ever drought",13,65,1.08333333333333
"859","Three US troops killed in drone attack in Jordan",13,65,1.08333333333333
"860","Toyota warns 50,000 vehicle owners to stop driving",13,65,1.08333333333333
"861","Woman killed, 12 hurt in Israel car-ramming attack",13,65,1.08333333333333
"862","China tightens stock market rules after sell-off",12,60,1
"863","Deadly blasts in Pakistan day before general election",12,60,1
"864","EU scraps plans to halve pesticide use",12,60,1
"865","Girls found dead with family died of knife wounds",12,60,1
"866","Grandmother killed by XL bully dogs, family says",12,60,1
"867","It's not war Taiwan's young voters worry about - it's jobs",12,60,1
"868","Man charged with stalking near Taylor Swift's home",12,60,1
"869","More China tariffs if re-elected, Trump says",12,60,1
"870","Notorious Mexican cartel leader 'La Kena' captured",12,60,1
"871","Police videos reveal grooming fantasist's deceit",12,60,1
"872","Seized UN helicopter hit by object in Somalia - source",12,60,1
"873","Supreme Court sides with Biden in Texas border dispute",12,60,1
"874","Temperatures of -14C with snow and ice warnings in place",12,60,1
"875","Trump gives a 4-minute defence in defamation trial",12,60,1
"876","US voters react to Trump's commanding Iowa win",12,60,1
"877","US will not support unplanned Rafah offensive",12,60,1
"878","'Toy poodles' on the Moon: Japan lander gets to work",11,55,0.916666666666667
"879","Amazon fined for 'excessive' surveillance of workers",11,55,0.916666666666667
"880","Baltimore Ravens player helps in mid-flight emergency",11,55,0.916666666666667
"881","Barcelona manager Xavi to leave at end of season",11,55,0.916666666666667
"882","Chinese ship's port call flares India tension",11,55,0.916666666666667
"883","Entire UK under storm warnings as Isha blows in",11,55,0.916666666666667
"884","Footage released of Clapham attack suspect search",11,55,0.916666666666667
"885","Imran Khan jailed for leaking state secrets",11,55,0.916666666666667
"886","Indian player sparks conversation on sexism in chess",11,55,0.916666666666667
"887","Italian minister resigns amid stolen painting probe",11,55,0.916666666666667
"888","No sirens - Austin ambulance request in new audio",11,55,0.916666666666667
"889","Police not deployed to 999 call from family death house",11,55,0.916666666666667
"890","Released Iranian journalists face new hijab case",11,55,0.916666666666667
"891","Taiwan elects pro-sovereign William Lai, angering Beijing",11,55,0.916666666666667
"892","Alec Baldwin charged with involuntary manslaughter",10,50,0.833333333333333
"893","BBC releases emails about Bashir's Diana interview",10,50,0.833333333333333
"894","Brunei's 'hot prince' formally married in ceremony",10,50,0.833333333333333
"895","Dua Lipa opens show and SZA sizzles at Grammys",10,50,0.833333333333333
"896","Nose-dived Moon lander 'wakes up' and gets to work",10,50,0.833333333333333
"897","Pakistan cuts off mobile internet as country votes",10,50,0.833333333333333
"898","Polls close in Pakistan after mobile internet cut",10,50,0.833333333333333
"899","Russian air strikes reported across Ukraine",10,50,0.833333333333333
"900","Tennis greats' Saudi stance 'beyond disappointing'",10,50,0.833333333333333
"901","Three reasons why US border crossings at record high",10,50,0.833333333333333
"902","US senators move to salvage Ukraine aid in new vote",10,50,0.833333333333333
"903","Biden wins in New Hampshire despite not being on ballot",9,45,0.75
"904","Drone strike kills Iran-aligned militia leader in Iraq",9,45,0.75
"905","Ecuador city tries to return to normal after gang horror",9,45,0.75
"906","H&M pulls advert accused of sexualising children",9,45,0.75
"907","Michigan school shooter's mother found guilty",9,45,0.75
"908","Mother and girls targeted in 'corrosive substance' attack",9,45,0.75
"909","Pakistan ex-PM Imran Khan jailed another 14 years",9,45,0.75
"910","Putin interview released by ex-Fox host Tucker Carlson",9,45,0.75
"911","Russian air strikes claim three lives in Ukraine",9,45,0.75
"912","Succession, Beef and The Bear among Emmy winners",9,45,0.75
"913","What do Putin and Carlson gain from the interview?",9,45,0.75
"914","Crashed US Marine helicopter carrying five found",8,40,0.666666666666667
"915","French farmers block major roads around Paris",8,40,0.666666666666667
"916","I was taken by surprise on £1,000 Rwanda bet - PM",8,40,0.666666666666667
"917","N Korea's Kim abandons unification goal with South",8,40,0.666666666666667
"918","Pakistan launches missile strikes into Iran",8,40,0.666666666666667
"919","PayPal cuts 2,500 jobs in the face of competition",8,40,0.666666666666667
"920","Poland's leaders caught up in battle for airwaves",8,40,0.666666666666667
"921","Putin's latest challenge? Protesting military wives",8,40,0.666666666666667
"922","The Nigerian professor who makes more money welding",8,40,0.666666666666667
"923","UK navy ship shoots down Houthi drone in Red Sea",8,40,0.666666666666667
"924","Australian MP accuses news channel of editing body",7,35,0.583333333333333
"925","Captain Cook statue vandalised ahead of Australia Day",7,35,0.583333333333333
"926","Christie drops out of Republican White House race",7,35,0.583333333333333
"927","Four migrants die trying to cross Channel - reports",7,35,0.583333333333333
"928","Haley and DeSantis face-off in Iowa Republican debate",7,35,0.583333333333333
"929","HK judge orders liquidation of China Evergrande",7,35,0.583333333333333
"930","Iran executes protester with mental health condition",7,35,0.583333333333333
"931","Namibia leader sworn-in hours after predecessor dies",7,35,0.583333333333333
"932","Spain's Rubiales to face trial for World Cup kiss",7,35,0.583333333333333
"933","Temperatures of -13C amid snow and ice warnings",7,35,0.583333333333333
"934","Trump storms out of court during defamation trial",7,35,0.583333333333333
"935","What do Putin and Carlson gain from Kremlin interview?",7,35,0.583333333333333
"936","William visits Kate in hospital",7,35,0.583333333333333
"937","World record for energy from nuclear fusion set",7,35,0.583333333333333
"938","WWE boss Vince McMahon quits after sex abuse claim",7,35,0.583333333333333
"939","Biden gaffe sparks 'they've both got pyramids' jokes",6,30,0.5
"940","Biden sanctions Israeli settlers over West Bank violence",6,30,0.5
"941","Bills and border crisis drive Trump voters to polls",6,30,0.5
"942","Deadly market blast hits Russia-held Ukraine city",6,30,0.5
"943","E Jean Carroll testifies at Trump defamation trial",6,30,0.5
"944","Funding paused as UN staff probed over Hamas attack",6,30,0.5
"945","Haley and DeSantis face-off in last Republican debate",6,30,0.5
"946","Italian influencers to be bound by tighter rules",6,30,0.5
"947","Legendary Radio 1 DJ Annie Nightingale dies at 83",6,30,0.5
"948","Pakistan launches retaliatory strikes on Iran",6,30,0.5
"949","Pressure grows on Kosovo's Serbs with currency curb",6,30,0.5
"950","Rap star shot by godson over drug deal, court told",6,30,0.5
"951","Trump ordered to pay $83m for defaming E Jean Carroll",6,30,0.5
"952","""Will you come and get me?"" Gaza girl's desperate plea before losing contact",5,25,0.416666666666667
"953","At least 112 killed in Chile wildfires",5,25,0.416666666666667
"954","At least eight dead after Papua New Guinea rioting",5,25,0.416666666666667
"955","Biden kept top secret files but will not be charged",5,25,0.416666666666667
"956","Canada weighs capping foreign student admissions",5,25,0.416666666666667
"957","Controversy after Ukrainian-born model Miss Japan",5,25,0.416666666666667
"958","Grandmother dies in XL bully dog attack, family says",5,25,0.416666666666667
"959","Historic Messi napkin to be auctioned for £300,000",5,25,0.416666666666667
"960","Houthis target ship after US 'terror' designation",5,25,0.416666666666667
"961","Nine hurt after 'corrosive substance' thrown",5,25,0.416666666666667
"962","Queen died peacefully and without pain, book says",5,25,0.416666666666667
"963","Senate bid to salvage foreign aid as border deal fails",5,25,0.416666666666667
"964","The Ukraine schools moving underground to keep pupils safe",5,25,0.416666666666667
"965","Top court to consider if Trump should be kicked off ballot",5,25,0.416666666666667
"966","Ukraine's missing children traced by digital sleuths",5,25,0.416666666666667
"967","Deaths feared after huge gas blast in Kenyan capital",4,20,0.333333333333333
"968","Haley's uphill battle to catch Trump in New Hampshire",4,20,0.333333333333333
"969","Mauritius raises cyclone level warning to maximum",4,20,0.333333333333333
"970","More than 90 dead after fierce US winter storms",4,20,0.333333333333333
"971","Nine people hurt in 'corrosive substance' attack",4,20,0.333333333333333
"972","Pakistan's king of comebacks looks set to win again",4,20,0.333333333333333
"973","Putin challenger barred from Russia's presidential election",4,20,0.333333333333333
"974","Scores injured and deaths feared in Nairobi gas blast",4,20,0.333333333333333
"975","Storm disrupts final stretch of high-stakes Iowa race",4,20,0.333333333333333
"976","Success 'exceeded wildest dreams' - Belichick",4,20,0.333333333333333
"977","UK ends Canada trade talks over beef rules",4,20,0.333333333333333
"978","US Navy Seals presumed dead after anti-Houthi mission",4,20,0.333333333333333
"979","US won't be rushed on clearing grounded Boeing jets",4,20,0.333333333333333
"980","Weekly quiz: Where did Denmark's new queen first call home?",4,20,0.333333333333333
"981","Why did the US wait to retaliate after deadly drone strike?",4,20,0.333333333333333
"982","Without competition, Donald Trump cruises to Nevada win",4,20,0.333333333333333
"983","'I can't see': Witnesses recount 'horrific' south London attack",3,15,0.25
"984","Angolan billionaire rejects fresh criminal charges",3,15,0.25
"985","Biden says he has decided US Jordan attack response",3,15,0.25
"986","Biden says strikes in Yemen will continue",3,15,0.25
"987","Boeing in ‘last chance saloon’, Emirates boss says",3,15,0.25
"988","Canadian official gets 14 years for leaking secrets",3,15,0.25
"989","Cher denied conservatorship request over son",3,15,0.25
"990","Clapham suspect pictured with injury after attack",3,15,0.25
"991","DUP executive members endorse devolution deal",3,15,0.25
"992","Ex-Trump aide gets four months for contempt of Congress",3,15,0.25
"993","FBI says China state cyber group hacked key assets",3,15,0.25
"994","French farmer and daughter killed as car hits protest",3,15,0.25
"995","Fugitive who faked death refuses court appearance",3,15,0.25
"996","Inquiry after boy, two, and dad found dead at home",3,15,0.25
"997","Israel says it has encircled Gaza's Khan Younis",3,15,0.25
"998","Klopp 'convinced' leaving Liverpool is 'right'",3,15,0.25
"999","Kylie wins second Grammy Award after 20 years",3,15,0.25
"1000","Landslide in southwest China buries at least 47",3,15,0.25
"1001","Maine court delays verdict on Trump ballot appeal",3,15,0.25
"1002","Man charged over London Stock Exchange plot",3,15,0.25
"1003","Missing China billionaire banker returns to resign",3,15,0.25
"1004","Oppenheimer and Poor Things lead Oscar nominations",3,15,0.25
"1005","PM faces key Rwanda vote after deputy chairs quit",3,15,0.25
"1006","Polls close in Pakistan vote marred by internet cut",3,15,0.25
"1007","Princess of Wales 'doing well' after surgery",3,15,0.25
"1008","Several feared dead in Papua New Guinea rioting",3,15,0.25
"1009","Special counsel raises questions about Biden's memory",3,15,0.25
"1010","Special counsel will not charge Biden over classified documents",3,15,0.25
"1011","The Indian hotel murder that inspired Agatha Christie",3,15,0.25
"1012","Thrilled, dismayed... US voters on Trump's big Iowa win",3,15,0.25
"1013","Ukraine MPs block plans to lower conscription age",3,15,0.25
"1014","""God gave us Trump"" - evangelicals key in Iowa vote",2,10,0.166666666666667
"1015","At least 99 killed in Chile wildfires",2,10,0.166666666666667
"1016","China's population drops for second straight year",2,10,0.166666666666667
"1017","Christie set to drop out of US presidential race",2,10,0.166666666666667
"1018","Former England boss Eriksson has terminal cancer",2,10,0.166666666666667
"1019","German train drivers stage longest strike on record",2,10,0.166666666666667
"1020","How common is King's incidental cancer diagnosis?",2,10,0.166666666666667
"1021","I'm working but homeless and bottom of the housing list",2,10,0.166666666666667
"1022","Inmate hours away from first US nitrogen execution",2,10,0.166666666666667
"1023","Newborn baby girl found in shopping bag",2,10,0.166666666666667
"1024","North Koreans working in China 'exploited like slaves'",2,10,0.166666666666667
"1025","Nuclear success brings dream of clean energy closer",2,10,0.166666666666667
"1026","Pakistan ex-PM Imran Khan jailed for another 14 years",2,10,0.166666666666667
"1027","Putin challenger says he is barred from election",2,10,0.166666666666667
"1028","Several dead after plane crashes into Florida home",2,10,0.166666666666667
"1029","Thunberg case thrown because of 'no evidence'",2,10,0.166666666666667
"1030","Trump's fraud trial ends with heated exchange with judge",2,10,0.166666666666667
"1031","Trump lashes out during last day of fraud trial",2,10,0.166666666666667
"1032","UK-Canada trade talks halted in beef and cheese row",2,10,0.166666666666667
"1033","US House fails to impeach Mayorkas over border crisis",2,10,0.166666666666667
"1034","US strikes Houthi missiles in Yemen 'in self defence'",2,10,0.166666666666667
"1035","Woman severely injured in Sydney Harbour shark attack",2,10,0.166666666666667
"1036","Biden 'wilfully retained' classified files but will not face charges",1,5,0.0833333333333333
"1037","Biden defends his memory after special counsel criticism",1,5,0.0833333333333333
"1038","Biden says he's decided US response to Jordan attack",1,5,0.0833333333333333
"1039","Biden will not face criminal charges, says Special Counsel",1,5,0.0833333333333333
"1040","Blinken grounded as plane has 'critical failure'",1,5,0.0833333333333333
"1041","Coolidge among early winners at Emmy Awards",1,5,0.0833333333333333
"1042","Detained Australian given suspended death sentence in China",1,5,0.0833333333333333
"1043","Disney boss bets on Taylor Swift and Fortnite",1,5,0.0833333333333333
"1044","Elon Musk's $56bn Tesla pay deal voided by court",1,5,0.0833333333333333
"1045","Family's anger over conditions killer dogs kept in",1,5,0.0833333333333333
"1046","Gosling 'disappointed' by Gerwig and Robbie Oscar snubs",1,5,0.0833333333333333
"1047","Haley and DeSantis to face off in Iowa debate",1,5,0.0833333333333333
"1048","Illinois mass shooting suspect dies in Texas",1,5,0.0833333333333333
"1049","Jockey, 25, dies after fall at horse race in Kent",1,5,0.0833333333333333
"1050","Nuclear breakthrough brings clean energy dream closer",1,5,0.0833333333333333
"1051","Nuclear fusion leap brings clean energy dream closer",1,5,0.0833333333333333
"1052","Prince William visits Kate in hospital",1,5,0.0833333333333333
"1053","Russia military jet crashes in region near Ukraine",1,5,0.0833333333333333
"1054","Russian band arrested in Phuket faces deportation",1,5,0.0833333333333333
"1055","Sunak must be replaced as PM, says senior Tory MP",1,5,0.0833333333333333
"1056","The Ukraine schools moving underground to keep children safe",1,5,0.0833333333333333
"1057","They were Israel's eyes on the border - their Hamas warnings went unheard",1,5,0.0833333333333333
"1058","Thunberg case thrown out for 'unlawful' conditions",1,5,0.0833333333333333
"1059","Trailblazing Radio 1 DJ Annie Nightingale dies at 83",1,5,0.0833333333333333
"1060","US Navy Seals presumed dead after Houthi operation",1,5,0.0833333333333333
"1061","Woman dies in XL bully dog attack, family says",1,5,0.0833333333333333
